----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.2.0.9001--------------------------
-------------------------2026-02-04T17:17:50--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.19045---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
-----------------------------.NET 8.0.21------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 4---------------------------
--------------------Total Physical Memory 7.84 GB---------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2026-02-04T17:17:50.8194|INFO|App.xaml.cs|OnStartup|170|Launched with command line arguments: --sequencefile C:\Users\nicka\Astro\NINA\NINA_Sequences\TargetScheduler.json --runsequence
2026-02-04T17:17:53.7897|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2026-02-04T17:17:54.1581|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2026-02-04T17:17:54.4185|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2026-02-04T17:17:54.5185|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2026-02-04T17:17:55.7946|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2026-02-04T17:17:56.3891|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2026-02-04T17:17:56.5382|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2026-02-04T17:17:56.7017|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2026-02-04T17:17:57.2605|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2026-02-04T17:17:57.4258|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2026-02-04T17:17:57.5767|INFO|CameraChooserVM.cs|GetEquipment|243|Found 0 SVBony Cameras
2026-02-04T17:17:57.5798|INFO|CameraChooserVM.cs|GetEquipment|259|Found 0 SBIG Cameras
2026-02-04T17:18:01.5464|INFO|API.cs|Start|99|Starting Webserver
2026-02-04T17:18:01.5477|INFO|API.cs|APITask|134|starting web server, listening at 172.19.6.111:1888
