----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.2.0.9001--------------------------
-------------------------2026-03-03T09:29:57--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.19045---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
-----------------------------.NET 8.0.21------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 4---------------------------
--------------------Total Physical Memory 7.84 GB---------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2026-03-03T09:29:57.1142|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2026-03-03T09:29:57.9769|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2026-03-03T09:29:58.2282|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2026-03-03T09:29:58.3195|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2026-03-03T09:29:59.6189|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2026-03-03T09:30:00.2247|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2026-03-03T09:30:00.4570|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2026-03-03T09:30:00.6730|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2026-03-03T09:30:00.9508|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2026-03-03T09:30:01.0855|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2026-03-03T09:30:01.2047|INFO|CameraChooserVM.cs|GetEquipment|243|Found 0 SVBony Cameras
2026-03-03T09:30:01.2075|INFO|CameraChooserVM.cs|GetEquipment|259|Found 0 SBIG Cameras
2026-03-03T09:30:03.9637|INFO|API.cs|Start|99|Starting Webserver
2026-03-03T09:30:03.9651|INFO|API.cs|APITask|134|starting web server, listening at 172.19.6.111:1888
2026-03-03T09:30:04.1157|INFO|NINALogWatcher.cs|Start|33|watching log file: C:\Users\nicka\AppData\Local\NINA\Logs\20260303-092952-3.2.0.9001.5956-202603.log
