----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.2.0.3014--------------------------
-------------------------2025-11-01T12:35:56--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.19045---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
-----------------------------.NET 8.0.21------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 4---------------------------
--------------------Total Physical Memory 7.84 GB---------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2025-11-01T12:35:56.4120|INFO|App.xaml.cs|OnStartup|170|Launched with command line arguments: --sequencefile C:\Users\nicka\Astro\NINA\NINA_Sequences\TargetScheduler.json --runsequence
2025-11-01T12:35:59.2917|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2025-11-01T12:35:59.6571|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2025-11-01T12:35:59.9199|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2025-11-01T12:36:00.0324|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2025-11-01T12:36:01.3161|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2025-11-01T12:36:01.8485|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2025-11-01T12:36:02.0057|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2025-11-01T12:36:02.1964|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2025-11-01T12:36:02.8532|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2025-11-01T12:36:03.0713|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2025-11-01T12:36:03.2913|INFO|CameraChooserVM.cs|GetEquipment|243|Found 0 SVBony Cameras
2025-11-01T12:36:03.3074|INFO|CameraChooserVM.cs|GetEquipment|259|Found 0 SBIG Cameras
2025-11-01T12:36:05.1441|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Autofocus Report Analysis version 2.0.0.9 by Stefan Berg @isbeorn
2025-11-01T12:36:05.3592|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Connector version 2.1.0.2 by Stefan Berg @isbeorn
2025-11-01T12:36:05.6030|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Device Actions and Commands version 2.2.0.0 by Dale Ghent
2025-11-01T12:36:06.1873|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Discord Alert version 2.2.0.0 by Drew McDermott
2025-11-01T12:36:08.9303|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive C:\: 142.08 GB
2025-11-01T12:36:08.9368|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive E:\ is not ready
2025-11-01T12:36:08.9383|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive G:\: 55.93 GB
2025-11-01T12:36:08.9466|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive Z:\: 29.15 GB
2025-11-01T12:36:09.7257|INFO|ApplicationVM.cs|CheckASCOMPlatformVersion|81|ASCOM Platform 6.6.2.4195 installed
