----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.2.0.9001--------------------------
-------------------------2025-12-14T11:51:23--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.19045---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
-----------------------------.NET 8.0.21------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 4---------------------------
--------------------Total Physical Memory 7.84 GB---------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2025-12-14T11:51:23.8298|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2025-12-14T11:51:24.3467|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2025-12-14T11:51:24.6604|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2025-12-14T11:51:24.6616|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2025-12-14T11:51:25.9603|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2025-12-14T11:51:26.3499|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2025-12-14T11:51:26.4776|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2025-12-14T11:51:26.6213|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2025-12-14T11:51:26.9369|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2025-12-14T11:51:27.1726|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2025-12-14T11:51:27.3203|INFO|CameraChooserVM.cs|GetEquipment|243|Found 0 SVBony Cameras
2025-12-14T11:51:27.3236|INFO|CameraChooserVM.cs|GetEquipment|259|Found 0 SBIG Cameras
2025-12-14T11:51:30.6959|INFO|API.cs|Start|99|Starting Webserver
2025-12-14T11:51:30.6974|INFO|API.cs|APITask|134|starting web server, listening at 172.19.6.111:1888
