----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.2.0.9001--------------------------
-------------------------2025-11-18T17:08:23--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.19045---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
-----------------------------.NET 8.0.21------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 4---------------------------
--------------------Total Physical Memory 7.84 GB---------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2025-11-18T17:08:23.0132|INFO|App.xaml.cs|OnStartup|170|Launched with command line arguments: --sequencefile C:\Users\nicka\Astro\NINA\NINA_Sequences\TargetScheduler.json --runsequence
2025-11-18T17:08:26.3835|INFO|CameraChooserVM.cs|GetEquipment|69|Found 0 ASI Cameras
2025-11-18T17:08:26.5612|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2025-11-18T17:08:26.8069|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2025-11-18T17:08:27.1448|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2025-11-18T17:08:28.5316|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2025-11-18T17:08:29.2481|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2025-11-18T17:08:29.5458|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2025-11-18T17:08:29.7201|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2025-11-18T17:08:30.3117|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2025-11-18T17:08:30.4818|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2025-11-18T17:08:30.6306|INFO|CameraChooserVM.cs|GetEquipment|243|Found 0 SVBony Cameras
2025-11-18T17:08:30.6339|INFO|CameraChooserVM.cs|GetEquipment|259|Found 0 SBIG Cameras
2025-11-18T17:08:32.1135|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Autofocus Report Analysis version 2.0.0.9 by Stefan Berg @isbeorn
2025-11-18T17:08:32.3699|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Connector version 2.1.0.2 by Stefan Berg @isbeorn
2025-11-18T17:08:32.5842|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Device Actions and Commands version 2.2.0.0 by Dale Ghent
2025-11-18T17:08:33.2968|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Discord Alert version 2.2.0.0 by Drew McDermott
2025-11-18T17:08:36.7967|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive C:\: 128.12 GB
2025-11-18T17:08:36.8032|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive E:\ is not ready
2025-11-18T17:08:36.8048|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive G:\: 37.82 GB
2025-11-18T17:08:36.8131|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive Z:\: 29.08 GB
2025-11-18T17:08:37.6366|INFO|ApplicationVM.cs|CheckASCOMPlatformVersion|81|ASCOM Platform 6.6.2.4195 installed
2025-11-18T17:08:38.2847|INFO|PluginLoader.cs|LoadPlugin|402|Successfully loaded plugin Discord Notification version 2.0.0.8 by Daniel Ludwig
2025-11-18T17:08:39.3903|INFO|DitherStatisticsVM.cs|CreatePluginIcon|1349|Plugin icon geometry created successfully
2025-11-18T17:08:39.4540|INFO|DitherStatisticsVM.cs|LoadDataTemplates|1318|DitherStatistics DataTemplates loaded successfully
